nama_channel,judul_video,komentar,jumlah_like_komentar,tanggal_posting
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,selalu ngiler,0,2025-09-29T08:15:18Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cookies minbite,0,2025-09-06T16:56:33Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak bikin review gini lagiiiiiiikiii sukak bangedddd,0,2025-09-02T09:38:41Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ngoler tahu sama basreng nya,0,2025-08-28T02:17:59Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,salam kenal dari tabanan bali semoga sehat selalu kak,0,2025-07-22T14:51:17Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,jando itu lemak tapi bagian dari pd nya sapi betina kak,0,2025-06-01T15:58:14Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kalau berani review nastar saya umma delight namanya kak tasyi,0,2025-04-22T12:23:59Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ada yg tau ga hijab yg dipake tasyi apa,1,2025-04-10T16:34:59Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,38r,0,2025-03-04T09:53:50Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kayanya enak ya,0,2025-02-26T02:41:13Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,baso cimot punya kak maudy,1,2025-02-26T02:23:34Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cheesecake mochi,0,2025-02-25T05:42:05Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak tasyii coba makan baso nya kaa maudy,0,2025-02-22T04:17:24Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kaaa tasyi please cobain jajanan blok m yg lagi viral,0,2025-02-14T07:54:47Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,beli dimana ya guys smua itu tertarik bgt sm basreng dan cireng kejunya,0,2025-02-12T04:28:04Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cakep poll look nya kak tasyi,0,2025-02-07T09:24:53Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak cobain pentol dapur estetok punya bu trisha zia,1,2025-01-31T07:13:09Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,bakso mozza kak punya nya kakak nya demian teh maudyy,0,2025-01-29T01:33:14Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cireng gonjreng melody ex jkt48,1,2025-01-17T12:00:42Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ka tasyi make pasminah gitu bagus banget,0,2025-01-11T01:35:14Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,dimsum 86 kak tasyi,0,2025-01-08T02:55:17Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ka rikues ceker mercon,0,2025-01-07T06:42:15Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,battle basreng dong kak,0,2025-01-05T07:01:16Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,bakso mercon punya kak maudy enak banget kak itu wajib cobainn,0,2025-01-04T07:28:49Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cireng uma food please,0,2024-12-30T14:53:56Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak katanya cireng ndut itu nyuri resep gtu dari cireng nya chef mamut coba review itu kak,0,2024-12-29T09:25:59Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ka tasyiii review bakso mozzarella cimood punya kak maudy yg viral di tiktok,1,2024-12-27T14:21:12Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kaka ga ad suaranyaa,0,2024-12-23T12:03:49Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ka tasyi review udang tofu la rimba yang setuju kak tasyi review ini komen,0,2024-12-22T09:32:21Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,sukaa bnget cara reaviw x,1,2024-12-22T05:20:20Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,review makanan di ayam penyet surabaya kak,0,2024-12-19T15:26:28Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,"1 pentol maudy
2 ayam goreng bawang putih 
3 browniesnya jennifer coppen
4 chypukh gede hidayah
5 creeme brulee bella tobing
6 boci creamenya gede hidayah
7 ayam renald
8 kripik otak2 sama kripik pisangnya fahmi",5,2024-12-16T09:53:09Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,battle dimsum ka,0,2024-12-12T05:50:26Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cobain dimsum mentai pls kak,0,2024-12-10T13:05:13Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ko di aku ga ada suaranya yah,0,2024-12-09T09:37:46Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ayam isfriday,0,2024-12-09T05:28:05Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak tasyi kok cantik banget deh insecure,0,2024-12-07T12:49:35Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,jando itu lemak dari susu nya sapi,0,2024-12-05T17:27:03Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak tasyi udh cobain udang balado nya la rimba blm,0,2024-12-04T04:57:48Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,bakso maudyyyyyy,0,2024-12-04T03:33:06Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cobain bakso maudy dong,0,2024-12-03T05:26:15Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,"nonton ka tasyi untuk beli makanan 
nonton ka tasyi untuk nemenin makan ",2,2024-12-01T11:24:24Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ka tasyi cobain dimsumnya gelia linda dong,1,2024-11-30T03:50:36Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ka tasyiii udah pernah review baso frozen gitu gasi kaya baso sony atau baso bahari rame banget ditiktok,0,2024-11-28T09:46:54Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cimod maudy kak baso keju  pentol keju gtuu,0,2024-11-26T10:37:37Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,bakso nya maudy sama basrengnya trifazia plisss,1,2024-11-26T08:01:08Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cimood nya maudy kaa sama cookiesnya jenifer,0,2024-11-24T17:20:12Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kakk tasyi udah cobain pentol cimood gaa punya nya maudy,0,2024-11-24T00:21:16Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cobain cimod kaa,0,2024-11-23T05:52:16Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak cobain basreng estetok by trisha zia,0,2024-11-23T02:22:13Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,coba jualan nya inimamut tp jualan nya suka suka hati nya dia,0,2024-11-19T11:24:47Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak bikin resep mirip tahu huha,0,2024-11-17T07:45:28Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,review coklat dubai lokall,0,2024-11-16T09:13:26Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cobain kripik kulit ikan mak cw,0,2024-11-15T02:08:01Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,bakso cimod by maudy,0,2024-11-11T06:43:31Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,jando tu tete sapi,0,2024-11-10T17:25:39Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,setujuuu bgttt basrenggg renal enakkk bangettttt,0,2024-11-10T09:28:22Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cobain baso mozarella punyanya maudi kak,0,2024-11-10T09:16:12Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak tasyi cobain cimod maudy,1,2024-11-10T06:17:08Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak battle usus pedas ,1,2024-11-09T13:13:30Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak tasyii request coba review basreng trishazia,0,2024-11-09T09:25:25Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ini emang gaada suara,0,2024-11-08T17:21:54Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ayam bawang itsfryday dan cimood pentol bakso bakso moza maudy,0,2024-11-08T14:27:54Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,angbens kitchenn dongg kk,0,2024-11-08T01:36:07Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,bakso maudyy kakk tasyiii,1,2024-11-07T10:18:36Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,tahu huha menurutku yaudah aja gitu rasanya,0,2024-11-05T11:34:26Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak coba review rendang uni clara,1,2024-11-05T05:54:54Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,review baso nya maudyyy,0,2024-11-05T00:06:32Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ka tasyi cobain cimood nya maudy sama ayam bawang putihnya ka itsfryday,0,2024-11-04T18:38:28Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak coba dimsum nya jinji,0,2024-11-04T12:45:01Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,bocirat maknyus kaaaa soalnya review nyaa kya yang enak bangettt bener atau ga,0,2024-11-03T23:45:28Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak kok gada suaranya ,0,2024-11-02T11:03:59Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cobainn pentol maudy kkk,0,2024-11-02T09:06:52Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,1038 ,0,2024-11-01T12:10:08Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cobain bakso keju maudi kak tasyiiii,0,2024-11-01T10:42:08Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak tasyi cobain cimodd nyaa kak maudy dong,0,2024-10-31T10:28:33Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak request dong review jualan kak maudyyg pentolbakso cimood,0,2024-10-30T11:05:44Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak cipuk ka gede hidayah sm cimod punya ka maudy kak,0,2024-10-30T09:12:06Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kakk cobain dimsum mentai kita xixi,0,2024-10-29T13:55:23Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,"kak tasyiii 2 tiktokers lagi yg belum di coba makanannya
pentol maudy
 otak kerispi cihuyyyfahmi",2,2024-10-29T13:41:59Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ada collagen wekekekek,0,2024-10-29T11:24:41Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak suaranya perbaikin dong ngga nyaman bgt didengerin jadi kaya gmn gt,0,2024-10-29T09:28:00Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak coba baso moza nya maudy,1,2024-10-29T07:57:14Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kakk tasyii review cimood punya maudy sama ayam itsfridayy,0,2024-10-28T14:44:41Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cobain cimot maudy ka ,0,2024-10-28T14:11:23Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,saos dimsum dimedan gaada tandingan kak cobain dehhh terutama yg di resto nelayan,0,2024-10-28T13:36:55Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cirengnya 25rbpcs ,0,2024-10-27T16:10:01Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cobain ikan laut by rosa meldianti,0,2024-10-27T12:01:29Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cobain ayam bawang itsfryday yang katanya enak badabess,0,2024-10-27T09:18:23Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ayam bawang putih itsfrydays cobaaa,0,2024-10-27T09:13:00Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ka tasyii coba cobain ayam goreng bawang ka istwarday,0,2024-10-27T07:40:56Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,setiap nonton openingnya selalu inget mirip banget sm openingnya drakor mrqueen,0,2024-10-27T03:46:16Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak tasyi info dong klo mau order dimsum jinji lewat mana ngiler bgt semoga di jawab sblm lahiran,0,2024-10-26T17:52:30Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,basreng ya emang enak pernah belii gak keras dan bikin nagih,0,2024-10-26T11:36:50Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,bakso keju cimot punya kak maudy,0,2024-10-26T09:11:32Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,mau dong cobain baso aci batagor jinju yg tiktoker,0,2024-10-26T08:12:59Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,review basreng mentah kakk,0,2024-10-26T05:00:35Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak tasyi skrang banyak yang review jualan pentolan maudy tolong di review kak,0,2024-10-26T04:37:04Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,gue tim basreng renal dari awal lahirnya basreng sampe skarang gue beli tapi kenapa baru kemaren  gue beli lagi bumbunya beda  omg sedih banget yg terakhir gue beli kek bumbu tabur bukan bumbu giling yg biasanya dia pake tolong bilangin ke renal dia kenapa wkwkk,0,2024-10-25T06:52:37Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,pentol naudy cimood kak tasyi,0,2024-10-25T04:26:50Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak tasyi sekalisekali traveling ke turki bareng kita ya,0,2024-10-25T02:51:11Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,audio nya mendem banget ,0,2024-10-25T01:42:00Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,gokil editannya keren banget,0,2024-10-24T18:55:14Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ikan laut pedas nya ka meldi,0,2024-10-24T13:50:10Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ka battle naget,0,2024-10-24T12:45:45Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,bakso nya maudy kak bakso cimoodd,0,2024-10-24T02:12:32Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ka tasyi mau dong di review produk aku kebetulan aku jual produk roti dan kue nama produknya harummanisrotidankue kalo ka tasyi bersedia nanti aku bisa kirimkan produknya terimakasih ka,0,2024-10-23T16:57:42Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kenapa kok di cut cut makan nya kak d telen ga siih kak ,0,2024-10-23T13:07:03Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak tasyii mau request cobain choco dubai bittersweet by najla dongg,0,2024-10-23T09:27:35Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak review seblak bangsat,0,2024-10-23T09:22:12Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,deseert box coklat dubai buttersweet by najla,0,2024-10-23T03:23:01Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,bakso cimood,0,2024-10-22T16:45:28Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ayam bawang itsfryday,0,2024-10-22T13:43:25Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,pentol cimood maudy kak tasyii,0,2024-10-22T06:21:59Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,seneng banget kalau kk tasyi makan krn makanannya dibagi dlu gk langsung,0,2024-10-21T16:58:39Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak cobain ayam bawang putihnya kak itsfryday donggg,0,2024-10-21T14:28:44Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,cimooddd nya kak maudyyyy kak tasyiiiii cobainnnn review,0,2024-10-21T13:04:10Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kak coba ayam goreng bawang putih by itsfrydays,0,2024-10-20T13:39:40Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,review chipuk gedehidayah dong,0,2024-10-20T12:30:38Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,plsss cobain ayam goreng bawang putih dari itsfrydays,0,2024-10-20T12:24:19Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,"kak review keripik nya mak cw dong
bismillah dibaca",0,2024-10-20T12:00:30Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,ka tasyii aku mau request donggcoba ka tasyi review jualan tiktokers baru juga namanya ayam goreng bawang putih punyaa nya ka itsfriydy,3,2024-10-20T12:00:01Z
Tasyi Athasyia,TASYI REVIEW MAKANAN TIKTOKERS VIRAL😱⁉️ MAAF GAK NIAT MENJATUHKAN🙏🏼,kakk cobain risol yang isinya steak ituu dehh katanya enakkk tauuu,0,2024-10-20T08:45:58Z
