nama_channel,judul_video,komentar,jumlah_like_komentar,tanggal_posting
Tasyi Athasyia,"TASYI REVIEW MAKANAN VIRAL TIKTOK 2025 - PATUT DICOBA GAK YAA, ANEH TAPI ENAK?!",kue wijen nya mirip sama jajanan tradisional khas sumenep namanya kue maco teksturnya krenyess manis legit,0,2025-01-22T10:47:57Z
Tasyi Athasyia,"TASYI REVIEW MAKANAN VIRAL TIKTOK 2025 - PATUT DICOBA GAK YAA, ANEH TAPI ENAK?!",bola wijen kali ya yg merk bola wijen yg enak,0,2025-01-22T10:42:47Z
Tasyi Athasyia,"TASYI REVIEW MAKANAN VIRAL TIKTOK 2025 - PATUT DICOBA GAK YAA, ANEH TAPI ENAK?!",review republik seafodd punyanya nex carlos dong,0,2025-01-22T10:23:07Z
Tasyi Athasyia,"TASYI REVIEW MAKANAN VIRAL TIKTOK 2025 - PATUT DICOBA GAK YAA, ANEH TAPI ENAK?!",kue manchobolu wijen itu aku udah beli dari link yg sama dgn yg viral di tiktok dan ternyata memang beda dari brand lain termasuk di video ini yg viral itu emang teksturnya kyk kapas krna berongga trs lapisan gulanya pake gula putih dan gak keras jd pas makan ada bunyi pespes selain itu jg gak nempel di gigi enak deh pokoknya,14,2025-01-22T10:01:13Z
Tasyi Athasyia,"TASYI REVIEW MAKANAN VIRAL TIKTOK 2025 - PATUT DICOBA GAK YAA, ANEH TAPI ENAK?!",gas laporin komentar judol,1,2025-01-22T10:00:47Z
Tasyi Athasyia,"TASYI REVIEW MAKANAN VIRAL TIKTOK 2025 - PATUT DICOBA GAK YAA, ANEH TAPI ENAK?!",542 ,0,2025-01-22T09:57:46Z
Tasyi Athasyia,"TASYI REVIEW MAKANAN VIRAL TIKTOK 2025 - PATUT DICOBA GAK YAA, ANEH TAPI ENAK?!",kakk review ayam almaz dong ehehe,0,2025-01-22T09:57:17Z
Tasyi Athasyia,"TASYI REVIEW MAKANAN VIRAL TIKTOK 2025 - PATUT DICOBA GAK YAA, ANEH TAPI ENAK?!",kecap manis ga si ka bukan kecap asin,0,2025-01-22T09:55:54Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kak jessica dia selalu menghargaj orang  proud of you kak,0,2025-09-03T07:47:48Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,jane aku saran nya emang adanya kentut wangi,1,2025-08-24T14:53:42Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,sponsor roti pinkan mambo jane nanya dgn nada lembut,0,2025-08-13T13:52:46Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ka jane gda niatan buat buka usaha kuliner kak,0,2025-08-12T13:31:47Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,semangat terus k jane buat kontenya ,0,2025-08-11T11:35:21Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,goguma ppang beli dmna ya,0,2025-08-10T05:56:24Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ada yg tau link beli gogguma ppang nya gak ya jujur ngiler bgt mau beli jugaa,1,2025-08-10T04:16:03Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kue kentut ,0,2025-08-06T11:44:35Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ci bikin 24 jam makan di atur youtuber lain lagi dongg,0,2025-08-06T03:03:21Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,semenjak menikah kontennya jelek banget,0,2025-08-04T14:14:01Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,mungkin ini diserep sm dus nya ngakak,1,2025-08-04T04:22:47Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,cocok sama org jadul,0,2025-08-03T07:51:39Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,hebat jane bisa bintang tamu nya rocky gerung itu ya cumak keliatan kurusan,0,2025-08-02T23:58:32Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,loh papa kak jane orang bangka,1,2025-08-01T00:07:43Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,mamah ku kalo bikin donat walopun udh seharian atau misal 12 jam udh di goreng dan didiemin ga pernah ngeluarin banyak minyak gitu tapi tergantung sih sama produk yang di pake nya juga,1,2025-07-31T14:13:08Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,brrti 1 pc donat mambo 50rb yaa ,0,2025-07-31T01:05:55Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,jane  eh eh gk boleh gitu loh pah panik dikit,0,2025-07-30T22:04:53Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ngakak bgt pas erwin kaget kardusnya berminyak wih gila ,0,2025-07-30T16:10:29Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,itu mochi yang di donatin ,0,2025-07-30T16:02:04Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,jdi inget donat pinkan mambo yg di peres keluar minyaknya bnyk bgtt mana harganya 2juta wkwk,1,2025-07-30T14:22:52Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kue kentut di singkawang baru 3000 yg rasa pandanya wangi banget jane harus keskw si sini banyak makan khas yang enak enak,0,2025-07-30T13:39:05Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ci yg ubi itu beli dimana,0,2025-07-30T13:30:23Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,serius jen kentut mu wangi,0,2025-07-30T02:53:17Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kalau ngasih yg abis dibagi ke orang alangkah baiknya pakai bagian yg dari tangan kanan ka,0,2025-07-30T02:04:28Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kenapa ko erwin bilangnya papa kamu ya ke jessicabener si itu papanya jessica tapi kan sekarang udah nikah ya udh jadu mertua manggil nya papa aja kalo masih pacaran sih wajar bilang papa kamu,5,2025-07-29T23:52:36Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,lighting nya ci lbh suka yg lampu biasa penerangan nya klo buat konten review makanan yaa pas bagian goguma ga trlalu keliatan gtuu fillingnya,0,2025-07-29T16:20:52Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ayah mu pernah marah gak kak jen ayahnya positif vibes banget,1,2025-07-29T11:46:24Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,itu donat 1jt 200 ,0,2025-07-29T10:51:18Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,"beli dimana goguma ppang sm kue kentut gogumapang vral lg kan dlu uda pdhl
btw itu donat pinkan beneran fasttrack 1jt cui  itu riil no fekfek",0,2025-07-29T09:21:09Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,sy asli pontianak bru gr nm kue kentut,0,2025-07-29T08:00:22Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,masih bisa dimakan wkwkwk emang paling bener kata papinya,0,2025-07-29T07:57:00Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ci review makanan yg pedes kea cireng kuah gitu dong ci,0,2025-07-29T02:21:45Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,cii coba review donat jerome,0,2025-07-29T02:16:18Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,udah ku tunggu ce review donat pinkan  baru percaya klo ci jene yang review mewakili lidah kaum awam ,0,2025-07-29T02:11:28Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ngalahin jco ,1,2025-07-28T19:06:10Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,pake minyak beku gak sih mbak pinkan biar ga terlalu meresap minyaknya kedalam,1,2025-07-28T17:24:32Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ko erwin kalo rambutnya begitu sekilas mirip sama cho young woo,1,2025-07-28T15:36:38Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,seneng bgt klo jesika bkin knten breng ortunya wlpun udh nikah  sering2 yaklo bisa kapan2 sama kluarga erwin kga,1,2025-07-28T15:21:55Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,cii coba 24 jam makan makanan western,2,2025-07-28T15:08:17Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,"1408
jane  enak
erwin  enak tapi aku gamau lagi ",62,2025-07-28T14:52:14Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,selama liat review emang yg makan donut gaada yang bilang ga enak cuman taste nya kaya ga makan donut aja sih jadi kalo masih bisa dimakan ya memang masih bisa cuman rasanya kaya gak makan donut pada umumnya ,1,2025-07-28T13:38:43Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,gw yg org bangka baru denger jg loh namanya kue kentutdi pasar jg gak pernah nemu baru tau loh,0,2025-07-28T11:57:27Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kayak bomboloni bukan ya 901,1,2025-07-28T11:26:17Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,123 papa ngeles ,0,2025-07-28T11:18:25Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,sering sering sama papah nya kak seru haha,0,2025-07-28T11:11:07Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ka jessica cobain makanan sakura school simulator kayanya unik deh,17,2025-07-28T11:10:32Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,goguma ppang nya beli dimana sih tolong komen ya ,0,2025-07-28T11:09:10Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,wow,1,2025-07-28T10:51:25Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,seru kalo papa jessica ikut ngonten tampang nya amat natural ,5,2025-07-28T10:39:19Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,"aku dah ngebayangin tu roti kek gmn rasanya 
getuk ubimunthul di kasih rasa  mo coklat durian whatever

gogumauni
pangroti   roti ubi  bedanya ubi korea mirip cilembu manis wangi",0,2025-07-28T10:19:15Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,asli ini video lucu banget wkwk barengan buka  yang setuju like ,0,2025-07-28T10:16:17Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,janee cobaaa 24 jam makanan subwayy,2,2025-07-28T09:39:55Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,suka banget sama papa kak jessica sehatsehat om,3,2025-07-28T07:44:47Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,sorry di bangka byk bgt donat jadul kyk donat pinkan dan lidah kami pun terbiasa makan donat jadul mama saya pun kalau bikin donat yaaa donat jadul ini tekstur nya yaaa memang begitu yg katanya mirip kue goreng  palingan tekstur donat modern itu kebanyakan sih ada di toko roti sama di outlet kyk jeco yaaa cuma masalah selera lidah sama kebiasaan aja sih ,0,2025-07-28T07:10:23Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,goguma ppang nya dr brand apa ya,1,2025-07-28T07:00:54Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,822 itu apaan yg terbang,1,2025-07-28T07:00:03Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,emang aslinya tuh enak donatnya cuman ya itu kadang kalo lagi kumat agak,0,2025-07-28T05:54:21Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,"suamiku yang dulunya pernah jadi baker breadtalk lihat tekstur donat pinkan mambo tuh langsung bilang itu sih donat jadul jadi ya gitu teksturnya karna bikinnya juga cair jadi dibandingkan sama donat jaman sekarang ya beda sih tapi kalo roti goreng ya bukan
jadi review jessica dan keluarga nya gak lebay dan emang bener gitu donat jadul",115,2025-07-28T05:04:21Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,nggak tau kenapa selalu suka sama konten youtube kak jessica mau itu konten tutorialnya make up semoga kak jessica sehat selalu iya kak amin ,0,2025-07-28T04:33:50Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,akhirnya di up juga video youtubenya sama kak jessica semangat terus buat kontenya kak jessica aku sayang ,0,2025-07-28T04:32:48Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,boleh nih cara motong semangka nya,0,2025-07-28T04:10:31Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kue kentut itu pakai daun yg bau khas bukan daun pandan dibilangnya kaya bau kentut byk jg ya suka sama aromanya,0,2025-07-28T04:10:07Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kue kentut itu terbuat dari sari daun simbukan daun simbukan itu biasanya dimakan sama orang yg lagi kembung biar mudah kentut itulah kenapa disebut juga daun kentut jadi kuenya disebut kue kentut,1,2025-07-28T03:23:44Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ciiii kamu hamil ya,1,2025-07-28T02:58:08Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,besok2 kasih subtitle videonya kak ga begitu kedengeran kadanggg trus saran jugaa tambahin editan2 yg lucu kakk suksess terusss ci janee,11,2025-07-28T02:23:01Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kalo di jawa daun kentut itu biasanya di masak kaya pepes gitu,0,2025-07-28T01:36:48Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ci jane,1,2025-07-28T00:30:26Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,aku gak habis pikir cuma kasih tau aja nih bang  kalau mau profit itu di ,0,2025-07-28T00:28:03Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,namanya daun simbutan gk sihkatanya kalo habis makan itu suka ngentut terus,0,2025-07-27T23:59:27Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,baru tau ko erwin org kalimantan,0,2025-07-27T18:45:44Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,jane cobain medoek punya peipei dong,0,2025-07-27T18:34:24Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,di luar review donat pinkan mambo dan segalanya yg udah dibahas netizen aku lebih salfok lihat typing adminnya sih jujur gemes banget lihat ejaannya entah karna cepet2 ngetiknya sampe tanda baca dan singkatannya kurang diperhatikan semoga hal kecil seperti ini nantinya bisa ternotice dan tertata lagi agar kesannya terlihat professional meskipun terdengar remeh bagiku pelayanan juga harus memberi kesan yg baik apalagi pembelinya udah excited mau beli produk yg kita jual semangat mba pinkan n team,25,2025-07-27T18:24:44Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,"yg di tunggu dari kmrin buka youtube kaga ada yg muncul akhirnya munculll
meskipun telat karna baru pulang kerja tapi ada notif dari youtobe cepet beres lalu rebahan nontonnnn deh",0,2025-07-27T17:39:29Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,yang berani kasih jackpot win besar hanya di ondel4d,0,2025-07-27T16:52:54Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,goguma ppang nya merk apa ya,0,2025-07-27T16:40:20Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,semangat terus k jane buat kontenya,2,2025-07-27T16:24:07Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,daun kentut itu akar  nya buat kami main lompat tali jane,2,2025-07-27T16:00:46Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kangen papa jane  udh lamaaaaa gk liat papah jane,8,2025-07-27T15:34:37Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,no way im crying over a singing robot,0,2025-07-27T15:26:44Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,yaampun  mau baca komen isinya judol meresahkan semua,5,2025-07-27T14:34:44Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,jane sedikit saran kalo erwin nanya hal kecil kaya contoh ini kaya ini gasi lebih baik dijawab yaa kasian liat erwin dikacangin sama jangan suka motong pembicaraan erwin atau orang lain yang ada disekitarmu ya biar lebih sopan ajaa,1596,2025-07-27T14:13:43Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,240 ini roti bun sambil nunjuk ke ko erwin lucu banget papanya ci jen,35,2025-07-27T14:06:29Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,akhirnya upload,0,2025-07-27T13:44:18Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,jane ky lgi isi,1,2025-07-27T13:40:45Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,akhirnyaa up lagii ,0,2025-07-27T13:33:54Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,yang setuju review roti unyil okeoke puncak,1,2025-07-27T13:30:37Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kemanaa aja cii nungguin lhoo,0,2025-07-27T13:29:30Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,akhirnyaaaa with papaaa,3,2025-07-27T13:27:15Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,jen ari maneh karak eling boga ytb,1,2025-07-27T13:09:24Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,"1032 perlu dicatat donatnya fast track ya guys  harganya aja uda beda 

makasi kontennya jane  dapet sudut pandang mamah jd beda lagi ternyata ",138,2025-07-27T13:08:08Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,pernah buat lumpia ubi itu emang enak bangeett,0,2025-07-27T13:05:55Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,jujur aku org kalbar jg baru tau kue kentut,0,2025-07-27T12:57:26Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ci bikin donut cair yg resep kak tasyiicuantik poll donat nya,0,2025-07-27T12:56:22Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,yampun yg dirindukan si papah,1,2025-07-27T12:56:14Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,aku suka liat papa sama erwinbegini,0,2025-07-27T12:51:42Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,tp kangen banget liat ci jane dah hampir 2 minggu ga upload video,6,2025-07-27T12:38:38Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,mau liat komen malah kebanyakan sampah judol ampe pegel report nya,0,2025-07-27T12:37:43Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ci coba bikin konten haul outfit  di tiktok shop dong yang harga pricy ya wkwk,12,2025-07-27T12:31:30Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,waaaaa akhirnyaaa uplod jugaaa baru inget punya youtube ya ,3,2025-07-27T12:28:27Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,finally jane upload video di youtube lagi  seneng banget nonton jane erwin dan papanya jane makan bareng begini ,31,2025-07-27T12:26:29Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kenapa ci jarang up yt aku makan hampa tanpa pidio kamu ci,0,2025-07-27T12:20:00Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,pulau777 menangkan bonus besar hanya di sini,0,2025-07-27T11:35:24Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,pulau777 dunia penuh kemenangan dan hadiah,0,2025-07-27T11:13:09Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,036 baru ngeuh kok jadi mirip roy kiyoshi,59,2025-07-27T11:09:17Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,akhirnya ketemu papa,2,2025-07-27T11:08:52Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,akhirnya upload juga ya cii aku udah nungguin lohhh,3,2025-07-27T11:04:12Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,pulau777 tempatnya kemenangan besar,0,2025-07-27T11:03:23Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,bergabunglah di p u l a u 7 7 7 temukan kesempatan baru,0,2025-07-27T11:03:23Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,pulau777 tempat kemenangan berada,1,2025-07-27T10:58:27Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,goguma ppank beli dimana ci,1,2025-07-27T10:52:12Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kemana aja nih ga upload kirain lagi honeymoon,0,2025-07-27T10:50:39Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kaum mendang mending kayak aku ogaah bangeet beli donat itu ,0,2025-07-27T10:50:08Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,keknya sekarang ci jessica upload kontennya sebulan sekali ya,65,2025-07-27T10:41:12Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,bergabunglah di p u l a u 7 7 7 dan raih kemenanganmu,0,2025-07-27T10:39:56Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,akhirnya upload juga ,0,2025-07-27T10:32:09Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,akhirnyaaaaa,0,2025-07-27T10:29:00Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ka buat konten makanan viral tiktok kue ey ey yg di wc itu baru di riview ka jes sama erwin dan papa penasaran komuknya heheh,0,2025-07-27T10:24:26Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,keren si janewlpun sudah punya suamitetap tidak melupakan cinta pertamanya papahpapahnya welcom jg sama erwin,516,2025-07-27T10:16:07Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,baru dengar erwin bilang papa kemarin bilang om sebelum nikah ,2,2025-07-27T10:08:47Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,buzzer donat pinkan ,4,2025-07-27T09:54:56Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,dari sini aku baru ngeh kenapa donat pingkan di anggap ga enak karena kita terbiasa donat jaman sekarang dengan adonan lembut dan kita melupakan donat jadul dengan adonan cair karena memang beda rasa bukan kayak odading tetapi memang donat jadul rasanya seperti itu kayak odading teksturnya tetapi rasanya beda,79,2025-07-27T09:47:12Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,mungkin donat nya udah di upgrade,5,2025-07-27T09:46:23Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,sudah tanyang jessicajane99,0,2025-07-27T09:45:09Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ih seru banget ada 2 lelaki kesayangan jessicaaa,0,2025-07-27T09:41:05Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,mantap ci,0,2025-07-27T09:36:00Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,sebelum ribuan,1,2025-07-27T09:32:12Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,akhirnya ci jane yang di tunggu tunggu upload juga setelah 2 minggu nggak upload video,5,2025-07-27T09:17:26Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ci coba review humble baker milik om daddy corbuzier ,2,2025-07-27T09:08:08Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,konten kak jessica jane sama keluarganya tuh selalu seru mereka bisa bikin hal simpel jadi tontonan yang bikin senyum ,707,2025-07-27T09:00:59Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,siapa yang tadi nonton live nya ci jane ,2,2025-07-27T08:52:33Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,sering sering bikin video kk sama papa kk jane,0,2025-07-27T08:48:42Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,gak pake admin itu kayaknya pake wa pribadi hehe,5,2025-07-27T08:48:19Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,tiktok itu ya bener bener ada aja makanan yg viral ,4,2025-07-27T08:45:01Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,16 menit yg laluuu ,0,2025-07-27T08:42:05Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,gercep gk cii,0,2025-07-27T08:40:07Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,12 menit yang lalu ,2,2025-07-27T08:36:50Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,gercep nii ci jen,10,2025-07-27T08:36:45Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,ku kira aku yg udah lama gk nonton konten jessica ternyata lama gk uploud,226,2025-07-27T08:34:02Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,halo ci janr,0,2025-07-27T08:30:48Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,3 menit,1,2025-07-27T08:28:46Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,cici udah jadi youtuber review makanan ,3,2025-07-27T08:28:42Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,semangat terus yaa kak jessica buat bikin konten nya,15,2025-07-27T08:27:28Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,akhirnya bisa gercep juga nonton konten nya kak jessica,6,2025-07-27T08:26:54Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,akhirnya upload,0,2025-07-27T08:26:24Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,pas banget lagi makan terus ada notif video baru langsung otw nonton dehhh,2,2025-07-27T08:26:18Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,huhu akhirnya yg ditunggu,1,2025-07-27T08:26:14Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,kangen bangettt,1,2025-07-27T08:25:52Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,masih 61 like,1,2025-07-27T08:25:48Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,absen dulu tim gercep aku di 40s wkwkwk,8,2025-07-27T08:25:43Z
Jessica Jane,COBAIN MAKANAN VIRAL TIKTOK! ,selamat soreee jane ,1,2025-07-27T08:25:43Z
Jessica Jane,REVIEW JUJUR MAKANAN TIKTOKER!,"jane ayo jual fnb jg dooong
oh lu mau 38rb mahal asbunnya om tu ad aja en sllu kocak dgrnya",0,2025-06-13T13:09:43Z
Jessica Jane,REVIEW JUJUR MAKANAN TIKTOKER!,ih kaka kembar ya hahah ko pas kaka mau yobain basreng ya ada kaka juga lagi cuci tangan hahaa,0,2025-02-26T10:54:40Z
Jessica Jane,REVIEW JUJUR MAKANAN TIKTOKER!,lucu banget papanya,0,2024-12-15T05:58:28Z
Jessica Jane,REVIEW JUJUR MAKANAN TIKTOKER!,seru bgt papa ci jane ikut riview,1,2024-08-05T10:28:45Z
Jessica Jane,REVIEW JUJUR MAKANAN TIKTOKER!,editannya bagus banget ciii,1,2024-08-03T15:21:22Z
Jessica Jane,REVIEW JUJUR MAKANAN TIKTOKER!,mama agustin takut,0,2024-07-11T14:30:31Z
Jessica Jane,REVIEW JUJUR MAKANAN TIKTOKER!,kok ada dua,0,2024-07-10T10:46:49Z
Jessica Jane,REVIEW JUJUR MAKANAN TIKTOKER!,dapurnya bersihbaguselegan suka deh lucu,0,2024-07-09T05:28:12Z
Jessica Jane,REVIEW JUJUR MAKANAN TIKTOKER!,"nyobain makanan mie cellos cap 
ayam kungfu dong",0,2024-07-06T05:58:16Z
