nama_channel,judul_video,author,komentar,casefolding,stripping,normalisasi,tokenizing,stopword_removal,stemming,no_repeated,token_list,final_tokens
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@i.m.smeenktjahjadi7050,"Kenapa sich ci harus selalu halal kan kalau penjualnya pribumi, ibu2 atau bapak2 ya sdh pasti halal lah kan yg jualnya orang islam.buat aq dengar halal terus kupingku itu sengaaaa.....😇🤔🤔","kenapa sich ci harus selalu halal kan kalau penjualnya pribumi, ibu2 atau bapak2 ya sdh pasti halal lah kan yg jualnya orang islam.buat aq dengar halal terus kupingku itu sengaaaa.....😇🤔🤔","kenapa sich ci harus selalu halal kan kalau penjualnya pribumi, ibu2 atau bapak2 ya sdh pasti halal lah kan yg jualnya orang islam.buat aq dengar halal terus kupingku itu sengaaaa.....😇🤔🤔","kenapa sich ci harus selalu halal kan kalau penjualnya pribumi, ibu2 atau bapak2 ya sudah pasti halal nan kan yang jualnya orang islam.buat saya dengar halal terus kupingku itu sengaaaa.....😇🤔🤔","['kenapa', 'sich', 'ci', 'harus', 'selalu', 'halal', 'kan', 'kalau', 'penjualnya', 'pribumi', 'ibu2', 'atau', 'bapak2', 'ya', 'sudah', 'pasti', 'halal', 'nan', 'kan', 'yang', 'jualnya', 'orang', 'islam', 'buat', 'saya', 'dengar', 'halal', 'terus', 'kupingku', 'itu', 'sengaaaa']","['sich', 'ci', 'halal', 'penjualnya', 'pribumi', 'ibu2', 'bapak2', 'ya', 'halal', 'nan', 'jualnya', 'orang', 'islam', 'dengar', 'halal', 'kupingku', 'sengaaaa']","['sich', 'ci', 'halal', 'jual', 'pribumi', 'ibu2', 'bapak2', 'ya', 'halal', 'nan', 'jual', 'orang', 'islam', 'dengar', 'halal', 'kuping', 'sengaaaa']","['sich', 'ci', 'halal', 'jual', 'pribumi', 'ibu2', 'bapak2', 'ya', 'halal', 'nan', 'jual', 'orang', 'islam', 'dengar', 'halal', 'kuping', 'senga']","['sich', 'ci', 'halal', 'jual', 'pribumi', 'ibu2', 'bapak2', 'ya', 'halal', 'nan', 'jual', 'orang', 'islam', 'dengar', 'halal', 'kuping', 'senga']","['sich', 'halal', 'jual', 'pribumi', 'ibu2', 'bapak2', 'halal', 'jual', 'orang', 'islam', 'dengar', 'halal', 'kuping', 'senga']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@Rafiqanayla,Owh mantap 🤤🤤🤤,owh mantap 🤤🤤🤤,owh mantap 🤤🤤🤤,owh mantap 🤤🤤🤤,"['owh', 'mantap']","['owh', 'mantap']","['owh', 'mantap']","['owh', 'mantap']","['owh', 'mantap']",['mantap']
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@ShopeeRandom-s9b,ci udh ciiii ngiler mulu liatnya kalo cici makan🤣,ci udh ciiii ngiler mulu liatnya kalo cici makan🤣,ci udh ciiii ngiler mulu liatnya kalo cici makan🤣,ci sudah ciiii ngiler mulu liatnya kalau cici makan🤣,"['ci', 'sudah', 'ciiii', 'ngiler', 'mulu', 'liatnya', 'kalau', 'cici', 'makan']","['ci', 'ciiii', 'ngiler', 'mulu', 'liatnya', 'cici', 'makan']","['ci', 'ciiii', 'ngiler', 'mulu', 'liat', 'cici', 'makan']","['ci', 'ci', 'ngiler', 'mulu', 'liat', 'cici', 'makan']","['ci', 'ci', 'ngiler', 'mulu', 'liat', 'cici', 'makan']","['ngiler', 'mulu', 'liat', 'cici', 'makan']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@Creasiaini5744,"Kasih aku jajan dong Abang ajak aku jalan-jalan aku nggak pernah jalan-jalan Kak karena nggak punya duit😔
👇","kasih aku jajan dong abang ajak aku jalan-jalan aku nggak pernah jalan-jalan kak karena nggak punya duit😔
👇","kasih aku jajan dong abang ajak aku jalan-jalan aku nggak pernah jalan-jalan kak karena nggak punya duit😔
👇",kasih aku jajan nan abang ajak aku jalan-jalan aku tidak pernah jalan-jalan kak karena tidak punya duit😔 👇,"['kasih', 'aku', 'jajan', 'nan', 'abang', 'ajak', 'aku', 'jalan', 'jalan', 'aku', 'tidak', 'pernah', 'jalan', 'jalan', 'kak', 'karena', 'tidak', 'punya', 'duit']","['kasih', 'jajan', 'nan', 'abang', 'ajak', 'jalan', 'jalan', 'jalan', 'jalan', 'kak', 'duit']","['kasih', 'jajan', 'nan', 'abang', 'ajak', 'jalan', 'jalan', 'jalan', 'jalan', 'kak', 'duit']","['kasih', 'jajan', 'nan', 'abang', 'ajak', 'jalan', 'jalan', 'jalan', 'jalan', 'kak', 'duit']","['kasih', 'jajan', 'nan', 'abang', 'ajak', 'jalan', 'jalan', 'jalan', 'jalan', 'kak', 'duit']","['kasih', 'jajan', 'abang', 'ajak', 'jalan', 'jalan', 'jalan', 'jalan', 'duit']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@LannSangketa,😢ryurtheyu,😢ryurtheyu,😢ryurtheyu,😢ryurtheyu,['ryurtheyu'],['ryurtheyu'],['ryurtheyu'],['ryurtheyu'],['ryurtheyu'],['ryurtheyu']
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@ulinyosefina9046,Bikin ngiler ci❤❤,bikin ngiler ci❤❤,bikin ngiler ci❤❤,bikin ngiler ci❤❤,"['bikin', 'ngiler', 'ci']","['bikin', 'ngiler', 'ci']","['bikin', 'ngiler', 'ci']","['bikin', 'ngiler', 'ci']","['bikin', 'ngiler', 'ci']","['bikin', 'ngiler']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@sheilajmhrh,eshcsivsmhscisfsbslhacds yshgetzjndfdvetedfr❤😮😊,eshcsivsmhscisfsbslhacds yshgetzjndfdvetedfr❤😮😊,eshcsivsmhscisfsbslhacds yshgetzjndfdvetedfr❤😮😊,eshcsivsmhscisfsbslhacds yshgetzjndfdvetedfr❤😮😊,"['eshcsivsmhscisfsbslhacds', 'yshgetzjndfdvetedfr']","['eshcsivsmhscisfsbslhacds', 'yshgetzjndfdvetedfr']","['eshcsivsmhscisfsbslhacds', 'yshgetzjndfdvetedfr']","['eshcsivsmhscisfsbslhacds', 'yshgetzjndfdvetedfr']","['eshcsivsmhscisfsbslhacds', 'yshgetzjndfdvetedfr']","['eshcsivsmhscisfsbslhacds', 'yshgetzjndfdvetedfr']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@JayOnMay,Iga bakar Makassar the best ❤,iga bakar makassar the best ❤,iga bakar makassar the best ❤,iga bakar makassar the best ❤,"['iga', 'bakar', 'makassar', 'the', 'best']","['iga', 'bakar', 'makassar', 'the', 'best']","['iga', 'bakar', 'makassar', 'the', 'best']","['iga', 'bakar', 'makasar', 'the', 'best']","['iga', 'bakar', 'makasar', 'the', 'best']","['bakar', 'makasar', 'best']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@selviObi,HAHAHAHAHAH,hahahahahah,hahahahahah,hahahahahah,['hahahahahah'],['hahahahahah'],['hahahahahah'],['hahahahahah'],['hahahahahah'],['hahahahahah']
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@sitikarsiti,Ci kalau yang halal yang warna ijo ya kalau yang tidak halal yang warna merah ya,ci kalau yang halal yang warna ijo ya kalau yang tidak halal yang warna merah ya,ci kalau yang halal yang warna ijo ya kalau yang tidak halal yang warna merah ya,ci kalau yang halal yang warna ijo ya kalau yang tidak halal yang warna merah ya,"['ci', 'kalau', 'yang', 'halal', 'yang', 'warna', 'ijo', 'ya', 'kalau', 'yang', 'tidak', 'halal', 'yang', 'warna', 'merah', 'ya']","['ci', 'halal', 'warna', 'ijo', 'ya', 'halal', 'warna', 'merah', 'ya']","['ci', 'halal', 'warna', 'ijo', 'ya', 'halal', 'warna', 'merah', 'ya']","['ci', 'halal', 'warna', 'ijo', 'ya', 'halal', 'warna', 'merah', 'ya']","['ci', 'halal', 'warna', 'ijo', 'ya', 'halal', 'warna', 'merah', 'ya']","['halal', 'warna', 'halal', 'warna', 'merah']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@AAAFAMILY789,Bikin ngiler 🤤🤤,bikin ngiler 🤤🤤,bikin ngiler 🤤🤤,bikin ngiler 🤤🤤,"['bikin', 'ngiler']","['bikin', 'ngiler']","['bikin', 'ngiler']","['bikin', 'ngiler']","['bikin', 'ngiler']","['bikin', 'ngiler']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@GultomCemaravlog,Duh mantul,duh mantul,duh mantul,duh mantul,"['duh', 'mantul']","['duh', 'mantul']","['duh', 'mantul']","['duh', 'mantul']","['duh', 'mantul']",['mantul']
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@walgiatiwalgiati5717,Pak kimci enak ya kerja bisa kulineran😊,pak kimci enak ya kerja bisa kulineran😊,pak kimci enak ya kerja bisa kulineran😊,pak kimci enak ya kerja bisa kulineran😊,"['pak', 'kimci', 'enak', 'ya', 'kerja', 'bisa', 'kulineran']","['kimci', 'enak', 'ya', 'kerja', 'kulineran']","['kimci', 'enak', 'ya', 'kerja', 'kuliner']","['kimci', 'enak', 'ya', 'kerja', 'kuliner']","['kimci', 'enak', 'ya', 'kerja', 'kuliner']","['kimci', 'enak', 'kerja', 'kuliner']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@SalDiah-u5c,Kontennya bagus tp jngan jatohin orang laen lagi ciii.matiin rejeki orang situ mau gk rejekinya dipatiii,kontennya bagus tp jngan jatohin orang laen lagi ciii.matiin rejeki orang situ mau gk rejekinya dipatiii,kontennya bagus tp jngan jatohin orang laen lagi ciii.matiin rejeki orang situ mau gk rejekinya dipatiii,kontennya bagus tapi jngan jatohin orang laen lagi ciii.matiin rejeki orang situ mau gk rejekinya dipatiii,"['kontennya', 'bagus', 'tapi', 'jngan', 'jatohin', 'orang', 'laen', 'lagi', 'ciii', 'matiin', 'rejeki', 'orang', 'situ', 'mau', 'gk', 'rejekinya', 'dipatiii']","['kontennya', 'bagus', 'jngan', 'jatohin', 'orang', 'laen', 'ciii', 'matiin', 'rejeki', 'orang', 'situ', 'gk', 'rejekinya', 'dipatiii']","['konten', 'bagus', 'jngan', 'jatohin', 'orang', 'laen', 'ciii', 'matiin', 'rejeki', 'orang', 'situ', 'gk', 'rejekinya', 'dipatiii']","['konten', 'bagus', 'jngan', 'jatohin', 'orang', 'laen', 'ci', 'matin', 'rejeki', 'orang', 'situ', 'gk', 'rejekinya', 'dipati']","['konten', 'bagus', 'jngan', 'jatohin', 'orang', 'laen', 'ci', 'matin', 'rejeki', 'orang', 'situ', 'gk', 'rejekinya', 'dipati']","['konten', 'bagus', 'jngan', 'jatohin', 'orang', 'laen', 'matin', 'rejeki', 'orang', 'situ', 'rejekinya', 'dipati']"
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@Aqifa-c2g,Kkk K k islam,kkk k k islam,kkk k k islam,kkk k k islam,"['kkk', 'k', 'k', 'islam']","['kkk', 'k', 'k', 'islam']","['kkk', 'k', 'k', 'islam']","['k', 'k', 'k', 'islam']","['k', 'k', 'k', 'islam']",['islam']
NanaKoot,JAJAN DI FOODCOURT BARU MAL AMBASSADOR!!,@Fakta_Brosis,Wih bikin ngiler,wih bikin ngiler,wih bikin ngiler,wih bikin ngiler,"['wih', 'bikin', 'ngiler']","['wih', 'bikin', 'ngiler']","['wih', 'bikin', 'ngiler']","['wih', 'bikin', 'ngiler']","['wih', 'bikin', 'ngiler']","['bikin', 'ngiler']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@miaoktaviachandra,"guys yg nanyain abg gojeknya lewat mana, itu lewat samping jalan yg belum di aspal ya wwkkw, jdi ntar ak jemput jln kaki lewat pinggir parit wkwk, knp ak gabisa keluar krn mobil & motorny di dalem pagar ya gabisa keluar dong🤣","guys yg nanyain abg gojeknya lewat mana, itu lewat samping jalan yg belum di aspal ya wwkkw, jdi ntar ak jemput jln kaki lewat pinggir parit wkwk, knp ak gabisa keluar krn mobil & motorny di dalem pagar ya gabisa keluar dong🤣","guys yg nanyain abg gojeknya lewat mana, itu lewat samping jalan yg belum di aspal ya wwkkw, jdi ntar ak jemput jln kaki lewat pinggir parit wkwk, knp ak gabisa keluar krn mobil & motorny di dalem pagar ya gabisa keluar dong🤣","guys yang nanyain abg gojeknya lewat mana, itu lewat samping jalan yang belum di aspal ya wwkkw, jdi nanti ak jemput jln kaki lewat pinggir parit wkwk, kenapa ak gabisa keluar krn mobil & motorny di dalem pagar ya gabisa keluar dong🤣","['guys', 'yang', 'nanyain', 'abg', 'gojeknya', 'lewat', 'mana', 'itu', 'lewat', 'samping', 'jalan', 'yang', 'belum', 'di', 'aspal', 'ya', 'wwkkw', 'jdi', 'nanti', 'ak', 'jemput', 'jln', 'kaki', 'lewat', 'pinggir', 'parit', 'wkwk', 'kenapa', 'ak', 'gabisa', 'keluar', 'krn', 'mobil', 'motorny', 'di', 'dalem', 'pagar', 'ya', 'gabisa', 'keluar', 'dong']","['guys', 'nanyain', 'abg', 'gojeknya', 'samping', 'jalan', 'aspal', 'ya', 'wwkkw', 'jdi', 'ak', 'jemput', 'jln', 'kaki', 'pinggir', 'parit', 'wkwk', 'ak', 'gabisa', 'krn', 'mobil', 'motorny', 'dalem', 'pagar', 'ya', 'gabisa']","['guys', 'nanyain', 'abg', 'gojek', 'samping', 'jalan', 'aspal', 'ya', 'wwkkw', 'jdi', 'ak', 'jemput', 'jln', 'kaki', 'pinggir', 'parit', 'wkwk', 'ak', 'gabisa', 'krn', 'mobil', 'motorny', 'dalem', 'pagar', 'ya', 'gabisa']","['guys', 'nanyain', 'abg', 'gojek', 'samping', 'jalan', 'aspal', 'ya', 'wkw', 'jdi', 'ak', 'jemput', 'jln', 'kaki', 'pingir', 'parit', 'wkwk', 'ak', 'gabisa', 'krn', 'mobil', 'motorny', 'dalem', 'pagar', 'ya', 'gabisa']","['guys', 'nanyain', 'abg', 'gojek', 'samping', 'jalan', 'aspal', 'ya', 'wkw', 'jdi', 'ak', 'jemput', 'jln', 'kaki', 'pingir', 'parit', 'wkwk', 'ak', 'gabisa', 'krn', 'mobil', 'motorny', 'dalem', 'pagar', 'ya', 'gabisa']","['guys', 'nanyain', 'gojek', 'samping', 'jalan', 'aspal', 'jemput', 'kaki', 'pingir', 'parit', 'wkwk', 'gabisa', 'mobil', 'motorny', 'dalem', 'pagar', 'gabisa']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@SannovelaLaura,Aku suka kali kalo kakak cobain hack viral di tiktok,aku suka kali kalo kakak cobain hack viral di tiktok,aku suka kali kalo kakak cobain hack viral di tiktok,aku suka kali kalau kakak cobain hack viral di tiktok,"['aku', 'suka', 'kali', 'kalau', 'kakak', 'cobain', 'hack', 'viral', 'di', 'tiktok']","['suka', 'kali', 'kakak', 'cobain', 'hack', 'viral', 'tiktok']","['suka', 'kali', 'kakak', 'cobain', 'hack', 'viral', 'tiktok']","['suka', 'kali', 'kakak', 'cobain', 'hack', 'viral', 'tiktok']","['suka', 'kali', 'kakak', 'cobain', 'hack', 'viral', 'tiktok']","['suka', 'kali', 'kakak', 'cobain', 'hack', 'viral', 'tiktok']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@saidibataraguru2288,Bisakah makan tangan kiri?😅,bisakah makan tangan kiri?😅,bisakah makan tangan kiri?😅,bisakah makan tangan kiri?😅,"['bisakah', 'makan', 'tangan', 'kiri']","['makan', 'tangan', 'kiri']","['makan', 'tangan', 'kiri']","['makan', 'tangan', 'kiri']","['makan', 'tangan', 'kiri']","['makan', 'tangan', 'kiri']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@JihansafiaBalqis,Salfok sama bumbu mie nya pas di tuang kayak eek mencret 😭😭😭😭,salfok sama bumbu mie nya pas di tuang kayak eek mencret 😭😭😭😭,salfok sama bumbu mie nya pas di tuang kayak eek mencret 😭😭😭😭,salfok sama bumbu mie nya pas di tuang kayak eek mencret 😭😭😭😭,"['salfok', 'sama', 'bumbu', 'mie', 'nya', 'pas', 'di', 'tuang', 'kayak', 'eek', 'mencret']","['salfok', 'bumbu', 'mie', 'nya', 'pas', 'tuang', 'kayak', 'eek', 'mencret']","['salfok', 'bumbu', 'mie', 'nya', 'pas', 'tuang', 'kayak', 'eek', 'mencret']","['salfok', 'bumbu', 'mie', 'nya', 'pas', 'tuang', 'kayak', 'ek', 'mencret']","['salfok', 'bumbu', 'mie', 'nya', 'pas', 'tuang', 'kayak', 'ek', 'mencret']","['salfok', 'bumbu', 'tuang', 'kayak', 'mencret']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@amdaniprasetyo8353,Kak coba24jam makan yang ada di kulkas,kak coba24jam makan yang ada di kulkas,kak coba24jam makan yang ada di kulkas,kak coba24jam makan yang ada di kulkas,"['kak', 'coba24jam', 'makan', 'yang', 'ada', 'di', 'kulkas']","['kak', 'coba24jam', 'makan', 'kulkas']","['kak', 'coba24jam', 'makan', 'kulkas']","['kak', 'coba24jam', 'makan', 'kulkas']","['kak', 'coba24jam', 'makan', 'kulkas']","['coba24jam', 'makan', 'kulkas']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@nabilahamzah2627,Semua baju yg dia pakai ku lihat sam semua dengan potong baju akuuuhh dan yg penting baju nya gk ada yg berbentuk badan ❤❤❤,semua baju yg dia pakai ku lihat sam semua dengan potong baju akuuuhh dan yg penting baju nya gk ada yg berbentuk badan ❤❤❤,semua baju yg dia pakai ku lihat sam semua dengan potong baju akuuuhh dan yg penting baju nya gk ada yg berbentuk badan ❤❤❤,semua baju yang dia pakai ku lihat sam semua dengan potong baju akuuuhh dan yang penting baju nya gk ada yang berbentuk badan ❤❤❤,"['semua', 'baju', 'yang', 'dia', 'pakai', 'ku', 'lihat', 'sam', 'semua', 'dengan', 'potong', 'baju', 'akuuuhh', 'dan', 'yang', 'penting', 'baju', 'nya', 'gk', 'ada', 'yang', 'berbentuk', 'badan']","['baju', 'pakai', 'ku', 'lihat', 'sam', 'potong', 'baju', 'akuuuhh', 'baju', 'nya', 'gk', 'berbentuk', 'badan']","['baju', 'pakai', 'ku', 'lihat', 'sam', 'potong', 'baju', 'akuuuhh', 'baju', 'nya', 'gk', 'bentuk', 'badan']","['baju', 'pakai', 'ku', 'lihat', 'sam', 'potong', 'baju', 'akuh', 'baju', 'nya', 'gk', 'bentuk', 'badan']","['baju', 'pakai', 'ku', 'lihat', 'sam', 'potong', 'baju', 'akuh', 'baju', 'nya', 'gk', 'bentuk', 'badan']","['baju', 'pakai', 'lihat', 'potong', 'baju', 'akuh', 'baju', 'bentuk', 'badan']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@ManmilaNasiLemakpanas,Enakkkk😍😍😍,enakkkk😍😍😍,enakkkk😍😍😍,enakkkk😍😍😍,['enakkkk'],['enakkkk'],['enakkkk'],['enak'],['enak'],['enak']
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@ZamZuri-o4y,Semangat ngonten jangan lupa makan,semangat ngonten jangan lupa makan,semangat ngonten jangan lupa makan,semangat ngonten jangan lupa makan,"['semangat', 'ngonten', 'jangan', 'lupa', 'makan']","['semangat', 'ngonten', 'lupa', 'makan']","['semangat', 'ngonten', 'lupa', 'makan']","['semangat', 'ngonten', 'lupa', 'makan']","['semangat', 'ngonten', 'lupa', 'makan']","['semangat', 'ngonten', 'lupa', 'makan']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@titaulaaardelia8924,Dikirain jessica jane berhijab 😂,dikirain jessica jane berhijab 😂,dikirain jessica jane berhijab 😂,dikirain jessica jane berhijab 😂,"['dikirain', 'jessica', 'jane', 'berhijab']","['dikirain', 'jessica', 'jane', 'berhijab']","['dikirain', 'jessica', 'jane', 'hijab']","['dikirain', 'jesica', 'jane', 'hijab']","['dikirain', 'jesica', 'jane', 'hijab']","['dikirain', 'jesica', 'jane', 'hijab']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@petruspurwanto4311,Terus kakak belinya lewat jalan mana,terus kakak belinya lewat jalan mana,terus kakak belinya lewat jalan mana,terus kakak belinya lewat jalan mana,"['terus', 'kakak', 'belinya', 'lewat', 'jalan', 'mana']","['kakak', 'belinya', 'jalan']","['kakak', 'beli', 'jalan']","['kakak', 'beli', 'jalan']","['kakak', 'beli', 'jalan']","['kakak', 'beli', 'jalan']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@anggunmeilani529,suka Karna pakaian nya selalu sopan,suka karna pakaian nya selalu sopan,suka karna pakaian nya selalu sopan,suka karna pakaian nya selalu sopan,"['suka', 'karna', 'pakaian', 'nya', 'selalu', 'sopan']","['suka', 'karna', 'pakaian', 'nya', 'sopan']","['suka', 'karna', 'pakai', 'nya', 'sopan']","['suka', 'karna', 'pakai', 'nya', 'sopan']","['suka', 'karna', 'pakai', 'nya', 'sopan']","['suka', 'karna', 'pakai', 'sopan']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@kikiriririri,Gabisa keluar tapi pake rotiO 😅😅😅😅,gabisa keluar tapi pake rotio 😅😅😅😅,gabisa keluar tapi pake rotio 😅😅😅😅,gabisa keluar tapi pake rotio 😅😅😅😅,"['gabisa', 'keluar', 'tapi', 'pake', 'rotio']","['gabisa', 'pake', 'rotio']","['gabisa', 'pake', 'rotio']","['gabisa', 'pake', 'rotio']","['gabisa', 'pake', 'rotio']","['gabisa', 'pake', 'rotio']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@Pens_jkt48,Kan kata kakak lagi di aspas tapi pesen makanany gimana??😅😅,kan kata kakak lagi di aspas tapi pesen makanany gimana??😅😅,kan kata kakak lagi di aspas tapi pesen makanany gimana??😅😅,kan kata kakak lagi di aspas tapi pesen makanany gimana??😅😅,"['kan', 'kata', 'kakak', 'lagi', 'di', 'aspas', 'tapi', 'pesen', 'makanany', 'gimana']","['kakak', 'aspas', 'pesen', 'makanany', 'gimana']","['kakak', 'aspas', 'sen', 'makanany', 'gimana']","['kakak', 'aspas', 'sen', 'makanany', 'gimana']","['kakak', 'aspas', 'sen', 'makanany', 'gimana']","['kakak', 'aspas', 'makanany', 'gimana']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@FaniFarel-f4l,Lh trs makanan nya beli di mna klok jalannya di aspal🥲,lh trs makanan nya beli di mna klok jalannya di aspal🥲,lh trs makanan nya beli di mna klok jalannya di aspal🥲,lh terus makanan nya beli di mna klok jalannya di aspal🥲,"['lh', 'terus', 'makanan', 'nya', 'beli', 'di', 'mna', 'klok', 'jalannya', 'di', 'aspal']","['lh', 'makanan', 'nya', 'beli', 'mna', 'klok', 'jalannya', 'aspal']","['lh', 'makan', 'nya', 'beli', 'mna', 'klok', 'jalan', 'aspal']","['lh', 'makan', 'nya', 'beli', 'mna', 'klok', 'jalan', 'aspal']","['lh', 'makan', 'nya', 'beli', 'mna', 'klok', 'jalan', 'aspal']","['makan', 'beli', 'klok', 'jalan', 'aspal']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@Superstory21z,Lah beli lewat ap kak kalo jalan di aspal ga bis lewat,lah beli lewat ap kak kalo jalan di aspal ga bis lewat,lah beli lewat ap kak kalo jalan di aspal ga bis lewat,nan beli lewat ap kak kalau jalan di aspal tidak bis lewat,"['nan', 'beli', 'lewat', 'ap', 'kak', 'kalau', 'jalan', 'di', 'aspal', 'tidak', 'bis', 'lewat']","['nan', 'beli', 'ap', 'kak', 'jalan', 'aspal', 'bis']","['nan', 'beli', 'ap', 'kak', 'jalan', 'aspal', 'bis']","['nan', 'beli', 'ap', 'kak', 'jalan', 'aspal', 'bis']","['nan', 'beli', 'ap', 'kak', 'jalan', 'aspal', 'bis']","['beli', 'jalan', 'aspal']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@habibby17,Sate padang enaknya pake lontong pical mbak. Atau ketoprak,sate padang enaknya pake lontong pical mbak. atau ketoprak,sate padang enaknya pake lontong pical mbak. atau ketoprak,sate padang enaknya pake lontong pical mbak. atau ketoprak,"['sate', 'padang', 'enaknya', 'pake', 'lontong', 'pical', 'mbak', 'atau', 'ketoprak']","['sate', 'padang', 'enaknya', 'pake', 'lontong', 'pical', 'mbak', 'ketoprak']","['sate', 'padang', 'enak', 'pake', 'lontong', 'pical', 'mbak', 'ketoprak']","['sate', 'padang', 'enak', 'pake', 'lontong', 'pical', 'mbak', 'ketoprak']","['sate', 'padang', 'enak', 'pake', 'lontong', 'pical', 'mbak', 'ketoprak']","['sate', 'padang', 'enak', 'pake', 'lontong', 'pical', 'mbak', 'ketoprak']"
Mia Oktavia Chandra,SEHARIAN NYOBAIN HACK MAKANAN VIRAL DI TIKTOK,@DelishaAdivaZahra8881,ha berarti kawanku benerlah  katanya mie goreng campur sate padang itu lagi viral dan gitu aku gak percaya kata kawanku nggak percaya sudah katanya lah ini aku baru percaya gara2 liat video kakak,ha berarti kawanku benerlah  katanya mie goreng campur sate padang itu lagi viral dan gitu aku gak percaya kata kawanku nggak percaya sudah katanya lah ini aku baru percaya gara2 liat video kakak,ha berarti kawanku benerlah  katanya mie goreng campur sate padang itu lagi viral dan gitu aku gak percaya kata kawanku nggak percaya sudah katanya lah ini aku baru percaya gara2 liat video kakak,ha berarti kawanku benerlah katanya mie goreng campur sate padang itu lagi viral dan begitu aku tidak percaya kata kawanku tidak percaya sudah katanya nan ini aku baru percaya gara2 liat video kakak,"['ha', 'berarti', 'kawanku', 'benerlah', 'katanya', 'mie', 'goreng', 'campur', 'sate', 'padang', 'itu', 'lagi', 'viral', 'dan', 'begitu', 'aku', 'tidak', 'percaya', 'kata', 'kawanku', 'tidak', 'percaya', 'sudah', 'katanya', 'nan', 'ini', 'aku', 'baru', 'percaya', 'gara2', 'liat', 'video', 'kakak']","['ha', 'kawanku', 'benerlah', 'mie', 'goreng', 'campur', 'sate', 'padang', 'viral', 'percaya', 'kawanku', 'percaya', 'nan', 'percaya', 'gara2', 'liat', 'video', 'kakak']","['ha', 'kawan', 'benerlah', 'mie', 'goreng', 'campur', 'sate', 'padang', 'viral', 'percaya', 'kawan', 'percaya', 'nan', 'percaya', 'gara2', 'liat', 'video', 'kakak']","['ha', 'kawan', 'benerlah', 'mie', 'goreng', 'campur', 'sate', 'padang', 'viral', 'percaya', 'kawan', 'percaya', 'nan', 'percaya', 'gara2', 'liat', 'video', 'kakak']","['ha', 'kawan', 'benerlah', 'mie', 'goreng', 'campur', 'sate', 'padang', 'viral', 'percaya', 'kawan', 'percaya', 'nan', 'percaya', 'gara2', 'liat', 'video', 'kakak']","['kawan', 'benerlah', 'goreng', 'campur', 'sate', 'padang', 'viral', 'percaya', 'kawan', 'percaya', 'percaya', 'gara2', 'liat', 'video', 'kakak']"
